2,2356	oo	2: Rechter Standardseitenhalter	0,0000
6,3441	-1245,3300	3: Linkskurve Standardseitenhalter	0,0000
9,4182	273,8976	3: Linkskurve Standardseitenhalter	0,0000
14,6450	281,7695	3: Linkskurve Standardseitenhalter	0,0000
15,5124	oo	1: Linker Standardseitenhalter	0,0000
17	oo	6: Rechte Ausfädelung	0
